pl_name,sy_snum,sy_pnum,cb_flag,disc_year,disc_locale,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pl_controv_flag,pl_orbper,pl_rade,pl_dens,ttv_flag,st_teff,st_rad,st_mass,st_lum,st_logg
Kepler-405 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.613839,2.08,3.04,0,5818,0.89,0.91,-0.331,4.54
K2-198 c,1,3,0,2019,Space,K2,0,0,0,1,0,0,0,0,0,0,3.3596055,1.423,4.98,0,5212.9,0.76,0.8,-0.401,4.6
Kepler-1833 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.8921299,1.3,5.6,0,6164,1.45,1.29,0.437,4.23
K2-324 b,1,1,0,2020,Space,K2,0,0,0,1,0,0,0,0,0,0,3.262,2.43,2.48,0,3752,0.51,0.52,-1.333,4.74
Kepler-169 f,1,5,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,87.090195,2.58,2.3,0,4997,0.76,0.84,-0.496,4.58
KOI-12 b,1,2,0,2015,Space,Kepler,1,0,0,1,0,0,0,0,0,0,17.855182,13.787,0.733,1,6635,1.4,1.5,0.626,4.31
HD 45184 c,1,2,0,2019,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,13.1354,2.91,1.96,0,5869,1.08,1.03,0.053,4.47
WASP-83 b,1,1,0,2015,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,4.971252,11.657,0.35,0,5510,1.05,1.11,-0.05,4.44
Kepler-298 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,22.92881,1.93,3.35,0,4465,0.58,0.66,-0.733,4.71
HD 152843 b,1,2,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,11.6264,3.41,1.58,0,6310,1.43,1.15,0.45,4.19
Kepler-315 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,96.101141,3.77,1.4,1,5796,1.04,0.98,0.004,4.38
HD 141399 b,1,4,0,2014,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,94.44,14.3,0.269,0,5600,1.39,1.07,0.201,4.28
Kepler-943 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,49.7701438,5.93,0.777,0,5612,0.91,0.93,0.407,4.5
Kepler-1787 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,39.31370163,2.319,2.64,0,6060,0.93,1.01,-0.098,4.51
HD 99492 b,2,1,0,2004,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,17.0431,5.02,0.966,0,4815,0.83,0.48,-0.475,4.28
Kepler-1453 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,47.1611696,2.67,2.2,1,5665,0.94,0.97,-0.14,4.48
GJ 876 c,1,4,0,2000,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,30.0881,14,0.455,0,3293.74,0.3,0.32,-1.907,4.87
WASP-1 b,2,1,0,2007,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,2.5199454,16.623,0.348,0,6110,1.47,1.24,0.441,4.21
Kepler-187 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.640263,2.67,2.2,0,6105,1.29,1.11,0.493,4.27
K2-3 d,1,3,0,2015,Space,K2,1,0,0,1,0,0,0,0,0,0,44.55646,1.53,5.62,0,3896,0.56,0.6,-1.15,4.73
Kepler-65 e,1,4,0,2019,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,258.8,13.9,0.532,0,6220,1.44,1.25,0.451,4.23
KELT-24 b,1,1,0,2019,Ground,KELT-North,1,0,0,1,0,0,0,0,0,0,5.5514926,14.258,3.13,0,6509,1.51,1.46,0.565,4.25
K2-264 c,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,19.660302,2.668,2.2,0,3660,0.47,0.5,-1.481,4.78
Kepler-1503 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,96.16987,2.27,2.71,0,5069,0.74,0.77,-0.144,4.59
Kepler-1937 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.68859959,3.023,1.87,0,6457,1.2,1.19,0.209,4.36
K2-187 e,1,4,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,13.609878,2.38,2.55,0,5484,0.92,0.98,-0.21,4.5
HD 96700 c,1,3,0,2021,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,19.88,1.69,3.98,0,5845,1.16,0.89,0.14,4.39
Kepler-1698 b,1,1,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.2107,1.073,5.56,0,4975.03,0.74,0.82,-0.518,4.61
HD 120084 b,1,1,0,2013,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,2082,12.9,3.66,0,4892,9.12,2.39,1.64,2.71
Kepler-1737 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,64.61750031,5.395,0.878,0,5043,0.88,0.83,-0.344,4.47
HD 5583 b,1,1,0,2016,Ground,Roque de los Muchachos Observatory,1,0,0,0,0,0,0,0,0,0,139.35,12.8,4.81,0,4830,9.09,1.01,1.61,2.53
HAT-P-68 b,1,1,0,2020,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,2.29840551,12.016,0.727,0,4508,0.67,0.68,-0.779,4.62
HD 220773 b,1,1,0,2011,Ground,McDonald Observatory,1,0,0,0,0,0,0,0,0,0,3724.7,13.6,1.01,0,5940,1.68,1.16,0.498,4.24
Kepler-1530 b,1,3,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.5904434,1.64,4.15,0,5477,0.88,0.92,-0.311,4.52
WASP-119 b,1,1,0,2016,Ground,SuperWASP-South,1,0,0,1,0,0,0,0,0,0,2.49979,15.693,0.7,0,5650,1.2,1.02,0.075,4.26
Kepler-657 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,24.54350418,3.52,1.54,0,5808,1.01,1.01,0.279,4.44
K2-350 c,1,2,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,19.991944,2.74,2.12,0,5789,1.04,0.98,-0.012,4.39
Kepler-876 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.14438011,1.43,4.94,0,5060,0.77,0.81,-0.338,4.58
BD+14 4559 b,1,1,0,2009,Ground,McDonald Observatory,1,0,0,0,0,0,0,0,0,0,268.94,13.8,0.691,0,4864,0.86,0.49,-0.32,4.26
K2-272 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,14.4536756,3.13,1.78,0,5397,0.83,0.86,-0.302,4.53
Kepler-99 b,2,1,0,2014,Space,Kepler,1,0,0,1,0,0,0,0,0,0,4.60358,1.48,10.9,0,4782,0.73,0.79,-0.585,4.61
Kepler-159 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.139623,2.38,2.55,1,4625,0.66,0.63,-0.754,4.65
47 UMa b,1,3,0,1996,Ground,Lick Observatory,1,0,0,0,0,0,0,0,0,0,1078,13.2,1.92,0,5872,1.21,1.06,0.198,4.3
Kepler-1136 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.36172433,1.64,4.15,0,4512,0.68,0.72,-0.853,4.63
HD 92987 b,1,1,0,2019,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,10354.8375,12.2,16.2,0,5770,1.58,1.08,0.406,4
Kepler-1771 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,88.64399719,4.055,1.28,0,5661,0.93,0.94,-0.092,4.47
Kepler-772 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.99207337,1.82,3.62,0,5714,1.11,0.98,0.475,4.33
K2-204 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,7.055784,3.046,1.85,0,5755,1.18,1.01,0.253,4.23
HD 141399 e,1,4,0,2014,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,5000,14.1,0.411,0,5600,1.39,1.07,0.201,4.28
Kepler-1513 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,160.8846509,8.46,0.489,0,5617,0.97,0.99,-0.17,4.46
TYC 4282-00605-1 b,1,1,0,2017,Ground,Roque de los Muchachos Observatory,1,0,0,0,0,0,0,0,0,0,101.54,12.4,9.87,0,4300,16.21,0.97,1.91,2
K2-331 c,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,22.996591,2.72,2.14,0,5994,1.06,1.1,0.059,4.43
HIP 48714 b,1,1,0,2020,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,17.818,5.11,0.943,0,4015.5,0.6,0.58,-1.156,4.66
Kepler-583 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.5100253,2.28,2.7,0,5523,0.91,0.94,-0.101,4.5
Kepler-951 b,2,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,71.52530845,5.59,0.84,0,4834,0.73,0.77,-0.642,4.6
K2-72 c,1,4,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,15.189034,1.16,5.81,0,3360.47,0.33,0.27,-1.837,5.05
K2-245 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,11.89307,4.34,1.17,0,5793,1.25,0.83,0.172,4.16
Kepler-1573 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.6157554,1.2,5.95,0,5808,1,1.01,0.169,4.44
HD 204941 b,2,1,0,2011,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,1733,10.1,0.39,0,5026,0.78,0.58,-0.509,4.42
Kepler-102 e,1,5,0,2013,Space,Kepler,1,0,0,1,0,0,0,0,0,0,16.1457,2.22,4.68,0,4903,0.74,0.8,-0.584,4.61
Kepler-1672 b,1,1,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,150.878,2.97,1.91,0,6131.95,1.09,1.16,0.179,4.43
Kepler-209 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,41.749882,3.1,1.81,1,5513,0.94,0.93,-0.129,4.47
HATS-70 b,1,1,0,2019,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,1.8882378,15.513,6.64,0,7930,1.88,1.78,1.079,4.17
Qatar-10 b,1,1,0,2019,Ground,Qatar,1,0,0,1,0,0,0,0,0,0,1.645321,17.295,0.248,0,6124,1.25,1.16,0.3,4.3
K2-348 b,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,4.688418,3.26,1.7,0,5077,0.85,0.83,-0.388,4.5
K2-133 e,1,4,0,2019,Space,K2,0,0,0,1,0,0,0,0,0,0,26.5841,1.73,3.86,0,3655,0.46,0.46,-1.479,4.77
Kepler-1232 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,26.7839183,1.93,3.35,0,5471,0.89,0.92,-0.359,4.51
HD 285968 b,1,1,0,2008,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,8.7836,2.83,2.04,0,3703.49,0.48,0.5,-1.658,4.75
K2-201 b,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,1.05979,1.4,5.09,0,5507,0.88,0.96,-0.276,4.68
TOI-178 b,1,6,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,1.914558,1.152,5.4,0,4316,0.65,0.65,-0.879,4.45
Kepler-127 d,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,48.630408,2.64,2.23,0,6106,1.36,1.27,0.407,4.26
Kepler-1055 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.29503623,1.23,6.02,0,5723,0.94,0.98,-0.148,4.49
Kepler-394 d,1,3,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.61358023,1.501,4.65,0,6398,1.1,1.14,0.053,4.41
Kepler-1589 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,0.99166527,1.09,5.6,0,6166,1.25,1.18,0.329,4.32
Kepler-223 b,1,4,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.38449,2.99,1.54,1,5803,1.72,1.12,0.371,4.46
HD 73526 b,1,2,0,2002,Ground,Anglo-Australian Telescope,1,0,0,0,0,0,0,0,0,0,188.3,13.1,2.39,0,5601,1.53,1.14,0.338,4.12
Kepler-381 d,1,3,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,8.25629997,1.067,5.57,0,6197,2.19,1.2,0.514,3.84
Kepler-435 b,1,1,0,2015,Space,Kepler,1,0,0,1,0,0,0,0,0,0,8.6001536,22.31,0.131,0,6161,3.21,1.54,1.129,3.61
WASP-3 b,3,1,0,2007,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,1.84683,15.917,0.89,0,6400,1.44,1.62,0.434,4.25
Kepler-834 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.32388301,2.02,3.16,0,4554,0.66,0.7,-0.745,4.64
Kepler-281 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,36.337373,5.31,0.896,0,5723,0.9,0.95,0.146,4.53
Kepler-1785 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,19.58550072,2.704,2.16,0,5618,1,0.91,0.003,4.4
CoRoTID 223977153 b,1,1,0,2017,Space,CoRoT,1,0,0,1,0,0,0,0,0,0,6.71837,6.389,1.1,0,5970,0.79,1.08,-0.155,4.67
HD 73534 b,1,1,0,2008,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,1750,13.7,0.755,0,4917,2.58,1.16,0.522,3.6
Kepler-1697 b,1,1,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,33.4969,1.26,5.83,0,4681.53,0.77,0.75,-0.588,4.54
Kepler-287 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,20.342199,2.33,2.62,0,5806,1.03,0.97,-0.134,4.4
GJ 328 b,1,1,0,2013,Ground,McDonald Observatory,1,0,0,0,0,0,0,0,0,0,4100,13.3,1.71,0,3900,0.65,0.69,-0.993,4.61
Kepler-66 b,1,1,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,17.815815,2.8,2.07,0,5962,0.97,1.04,0.051,4.48
Kepler-32 f,1,5,0,2012,Space,Kepler,0,0,0,1,0,0,0,0,0,0,0.74296,0.82,4.75,0,3900,0.53,0.58,-1.292,4.64
Kepler-980 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.55102504,2.67,2.2,0,5935,1.06,1.05,0.262,4.41
HD 39091 b,1,2,0,2001,Ground,Anglo-Australian Telescope,1,0,0,0,0,0,0,0,0,0,2093.07,12.3,12.1,0,6037,1.1,1.09,0.16,4.42
Kepler-1593 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,174.509835,3.17,1.76,1,4995,0.77,0.81,-0.652,4.59
HD 24064 b,1,1,0,2015,Ground,Bohyunsan Optical Astronomical Observatory,1,0,0,0,0,0,0,0,0,0,535.59998,12.3,12.1,0,4052,40,1.61,2.546,1.44
K2-274 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,14.1330314,2.08,3.04,0,5044,0.7,0.79,-0.509,4.64
K2-332 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,17.70632,2.2,2.83,0,3315,0.28,0.27,-2.065,4.97
WASP-182 b,1,1,0,2019,Ground,WASP-South,1,0,0,1,0,0,0,0,0,0,3.3769848,9.528,0.318,0,5638,1.34,1.08,0.155,4.22
Kepler-103 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,179.612,5.14,1.47,1,5845,1.44,1.09,0.424,4.16
K2-121 b,1,1,0,2017,Space,K2,0,0,0,1,0,0,0,0,0,0,5.1857539,7.52,0.57,0,4690,0.67,0.69,-0.745,4.63
K2-231 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,13.841901,2.5,2.39,0,5695,0.95,1.01,-0.112,4.48
Kepler-597 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.02365861,2.37,2.56,0,5683,0.95,0.97,-0.033,4.47
Kepler-1065 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.60930891,3.73,1.42,0,5635,0.93,0.94,-0.116,4.49
Kepler-1957 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.18662,0.944,5.16,0,4904,0.77,0.74,-0.601,4.54
HD 80606 b,2,1,0,2001,Ground,Multiple Observatories,1,0,0,1,0,0,0,0,0,0,111.4367,11.994,5.08,0,5561,1.04,1.15,-0.002,4.42
Kepler-1234 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.94014029,2.81,2.06,0,4967,0.76,0.8,-0.454,4.59
HD 45350 b,1,1,0,2004,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,963.6,13.5,1.27,0,5566,1.26,0.98,0.141,4.23
HATS-74 A b,2,1,0,2021,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,1.73185606,11.568,1.64,0,3776.9,0.58,0.6,-1.216,4.7
Kepler-60 d,1,3,0,2012,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.8981,1.99,2.91,1,5905,1.26,1.04,0.369,4.26
K2-37 b,1,3,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,4.44117,1.61,4.24,0,5413,0.85,0.9,-0.469,4.52
KOI-3503 c,1,2,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,31.828,1.21,10,1,6001,1.25,0.86,0.3,4.54
Kepler-997 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.70730672,1.36,5.29,0,6150,1.56,1.22,0.496,4.14
HD 231701 b,1,1,0,2007,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,141.63,13.7,0.768,0,6101,1.53,1.21,0.47,4.31
Wolf 1061 c,1,3,0,2015,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,17.8719,1.66,4.1,0,3342,0.31,0.29,-1.991,4.9
omi CrB b,1,1,0,2012,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,187.83,13.6,1.04,0,4749,10.5,2.13,1.709,2.65
Kepler-1567 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,153.979578,2.73,2.13,0,5655,0.93,0.95,-0.122,4.49
pi Men c,1,2,0,2018,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,6.2679,2.042,2.97,0,6037,1.1,1.09,0.16,4.42
Kepler-132 e,2,4,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,110.2869374,1.18,5.89,0,6023,1.1,1.03,0.211,4.37
Kepler-1791 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.72086,3.121,1.79,0,5887,1.18,0.98,0.176,4.29
Kepler-1747 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.23031998,4.265,1.19,0,5477,0.86,0.98,-0.205,4.56
K2-133 d,1,4,0,2017,Space,K2,0,0,0,1,0,0,0,0,0,0,11.02454,2.003,3.19,0,3655,0.46,0.46,-1.479,4.77
GJ 3021 b,2,1,0,2000,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,133.71,13.1,2.62,0,5540,0.9,0.9,-0.18,4.7
K2-35 b,1,2,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,2.399964,1.32,5.5,0,4402.71,0.62,0.7,-0.803,4.7
Kepler-1365 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.69993485,0.92,5.09,0,5770,1.05,1,0.425,4.39
Kepler-1712 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.81499958,2.284,2.69,0,3732,0.51,0.52,-1.179,4.74
K2-240 c,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,20.523,1.8,3.67,0,3810,0.54,0.58,-1.276,4.7
Kepler-1509 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,25.4338197,1.85,3.54,0,5780,0.99,1,0.399,4.45
Kepler-1324 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.11584468,1.51,4.61,0,4776,0.73,0.78,-0.673,4.61
Kepler-1539 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,133.3036741,2.7,2.16,0,5176,0.8,0.84,-0.426,4.57
Kepler-281 d,1,3,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,148.2720032,5.937,0.774,0,5717,0.88,0.98,0.146,4.54
WASP-159 b,1,1,0,2018,Ground,SuperWASP-South,1,0,0,1,0,0,0,0,0,0,3.840401,15.468,0.28,0,6120,2.11,1.41,0.678,3.94
Kepler-1465 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,31.8277111,1.77,3.75,0,4726,0.71,0.75,-0.652,4.62
Kepler-899 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,19.17891293,2.68,2.18,0,5595,0.91,0.93,0.048,4.49
HIP 63242 b,1,1,0,2013,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,124.6,12.5,8.21,0,4830,10.28,1.54,1.63,2.53
WASP-158 b,1,1,0,2018,Ground,SuperWASP-South,1,0,0,1,0,0,0,0,0,0,3.656333,11.994,3.1,0,6350,1.39,1.38,0.483,4.3
Kepler-35 b,2,1,1,2011,Space,Kepler,1,0,0,1,0,0,0,0,0,0,131.458,8.16,0.41,1,5606,1.03,0.89,-0.027,4.36
Kepler-1062 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.30412078,1.76,3.78,0,4597,0.7,0.75,-0.682,4.62
Kepler-1447 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,56.6747285,2.9,1.97,0,5722,0.95,0.97,-0.042,4.47
HD 4313 b,1,1,0,2009,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,356.21,13.4,1.4,0,4943,5.14,1.63,1.149,3.24
Kepler-154 e,1,5,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.93276465,1.5,4.66,0,5769,0.98,0.98,0.033,4.45
Kepler-63 b,1,1,0,2013,Space,Kepler,1,0,0,1,0,0,0,0,0,0,9.4341505,6.11,3,0,5576,0.9,0.98,-0.157,4.52
K2-337 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,16.273563,2.62,2.25,0,5869,1.32,0.94,0.25,4.17
Kepler-1851 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.02289963,3.9,1.34,0,5982,0.88,0.97,0.06,4.54
Kepler-81 b,1,3,0,2012,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.955,2.42,6.67,1,4385,0.59,0.64,-0.889,4.7
Kepler-1166 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,33.2406882,1.69,3.98,0,5446,0.86,0.9,-0.256,4.53
Kepler-362 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.327186,0.88,4.96,0,5788,0.72,1.02,0.209,4.64
Kepler-1784 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.59049988,2.799,2.06,0,5442,0.97,0.89,-0.121,4.41
Kepler-393 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,14.613612,1.33,5.44,0,6189,1.38,1.21,0.524,4.23
Kepler-382 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.162701,1.59,4.31,0,5600,0.94,0.88,0.146,4.4
Kepler-559 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,17.58752333,3.61,1.48,0,5630,0.95,0.96,-0.121,4.47
Kepler-744 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.06222443,1.62,4.21,0,5594,0.93,0.94,-0.222,4.48
Kepler-1819 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,16.48690033,3.904,1.34,0,6090,1.07,1.17,0.086,4.45
HATS-11 b,1,1,0,2016,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,3.619188,18.03,0.315,0,6563,1.54,1.33,0.403,4.19
Kepler-33 d,1,5,0,2011,Space,Kepler,0,0,0,1,0,0,0,0,0,0,21.77596,5.35,0.25,1,5904,1.82,1.29,0.556,4.03
Kepler-472 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.17625551,3.22,1.73,0,4996,0.78,0.85,-0.513,4.59
K2-99 b,1,1,0,2016,Space,K2,1,0,0,1,0,0,0,0,0,0,18.251985,11.73,1.05,0,6217,2.63,1.63,0.961,3.81
NGTS-11 b,1,1,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,35.45533,9.158,0.78,0,5050,0.83,0.86,-0.395,4.5
Kepler-1869 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,8.16736031,1.12,5.72,0,5808,0.9,0.99,-0.05,4.52
Kepler-566 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,18.42794624,2.15,2.91,0,5132,0.79,0.83,-0.524,4.57
K2-339 b,1,1,0,2019,Space,K2,0,0,0,1,0,0,0,0,0,0,19.507428,1.92,3.38,0,4857,0.72,0.74,-0.652,4.59
Kepler-22 b,1,1,0,2011,Space,Kepler,1,0,0,1,0,0,0,0,0,0,289.8623,2.38,14.7,0,5518,0.98,0.97,-0.102,4.44
Kepler-1919 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,37.88660049,2.624,2.24,0,5513,0.82,0.87,-0.274,4.55
KOI-13 b,3,1,0,2011,Space,Kepler,1,0,0,1,0,1,0,0,0,0,1.763588,16.948,3.6,1,7650,1.74,1.72,0.971,4.2
NGTS-15 b,1,1,0,2021,Ground,Paranal Observatory,1,0,0,1,0,0,0,0,0,0,3.27623,12.33,0.74,0,5600,0.95,0.99,-0.086,4.4
Kepler-1448 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.27065865,1.61,4.24,0,5774,0.93,0.95,-0.069,4.49
Kepler-1451 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,35.622233,3.35,1.64,0,5782,0.99,1,-0.119,4.45
HD 136352 b,1,3,0,2019,Ground,La Silla Observatory,1,0,0,1,0,0,0,0,0,0,11.57797,1.664,5.623888,0,5664,1.06,0.87,0.016,4.39
Kepler-1399 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.63865306,1.25,5.91,0,5735,0.96,0.97,0.01,4.47
Kepler-428 b,1,1,0,2014,Space,Kepler,1,0,0,1,0,0,0,0,0,0,3.52563254,12.11,1.02,0,5150,0.8,0.87,-0.39,4.57
G 264-012 c,1,2,0,2021,Ground,Calar Alto Observatory,1,0,0,0,0,0,0,0,0,0,8.0518,1.76,3.78,0,3326,0.3,0.3,-1.972,4.85
